http_method,endpoint,status_code,response_size,request_rate,session_duration,requests_per_session,time_between_requests,failed_requests,url_length,query_param_count,payload_size,distinct_endpoints_accessed,login_attempts,request_pattern_entropy
patch,/api/products,404,1098,12.21,448,292,0.48,12,31,7,3975,7,9,1.01
put,/api/products,400,2485,2.65,885,54,7.78,5,39,7,9437,1,0,1.56
post,/api/payment,429,525,4.81,158,28,24.85,3,30,2,8801,1,2,2.92
put,/api/cart,403,555,1.49,506,38,0.01,4,19,4,15,2,1,2.96
patch,/api/products,403,599,3.05,541,56,12.0,1,43,1,4202,4,1,3.17
delete,/api/payment,429,1258,3.77,926,53,16.41,5,21,8,8619,2,0,2.52
get,/api/login,404,4069,12.2,463,118,0.28,9,30,9,7794,13,7,0.6
delete,/api/orders,400,3096,13.15,512,92,2.69,5,41,6,8853,6,9,0.97
delete,/api/products,403,4991,1.12,952,37,25.69,4,19,7,2827,2,3,2.82
post,/api/payment,403,1073,1.47,1127,30,15.64,1,29,2,5038,3,0,1.99
post,/api/payment,429,3189,18.02,299,56,0.46,9,40,7,9715,12,4,0.8
get,/api/orders,500,3721,12.1,473,227,1.49,3,42,8,9622,5,4,1.42
post,/api/payment,201,4120,2.73,446,9,21.11,3,17,5,9570,1,4,3.23
delete,/api/cart,404,2882,11.98,119,70,1.47,8,38,2,5340,8,12,0.83
patch,/api/user/profile,404,1671,1.74,710,53,24.78,4,23,4,9728,4,0,2.79
post,/api/user/profile,201,2389,2.43,1140,15,14.52,1,25,7,1589,4,0,2.4
patch,/api/payment,400,2965,2.35,550,53,14.98,3,43,8,954,6,0,2.32
post,/api/products,500,3195,3.33,1046,34,20.97,2,46,2,5750,5,3,2.16
delete,/api/user/profile,403,3870,3.85,131,3,4.83,2,36,8,6275,6,1,2.8
get,/api/search,500,714,3.33,1196,11,14.33,0,48,7,2732,3,2,2.53
put,/api/products,429,2752,2.15,99,32,10.94,1,30,0,7607,6,0,2.5
get,/api/products,401,447,1.68,889,31,24.12,3,18,4,5113,1,2,1.24
get,/api/products,404,915,11.46,71,188,0.49,2,28,6,900,5,6,0.1
post,/api/user/profile,429,1886,14.19,132,300,1.34,5,15,4,1816,6,6,0.35
patch,/api/user/profile,429,1870,12.29,490,166,1.46,8,34,1,2929,12,14,0.83
put,/api/login,201,298,10.56,17,220,0.14,3,31,7,4928,6,10,0.86
get,/api/payment,500,2596,9.7,494,59,0.53,2,28,5,5534,14,6,1.07
get,/api/orders,400,3353,10.65,506,54,1.79,3,30,0,8336,13,3,0.64
post,/api/products,200,3111,1.97,464,50,1.73,4,36,8,3208,1,4,2.77
put,/api/payment,429,4468,1.18,381,53,8.43,3,47,8,807,1,1,3.31
put,/api/payment,400,1944,1.47,99,6,21.02,1,49,10,1444,6,4,3.16
delete,/api/cart,404,1667,3.88,537,30,13.01,1,34,10,7032,1,2,2.24
put,/api/payment,200,515,1.13,600,7,0.91,0,25,0,7568,5,1,2.96
patch,/api/search,403,1466,3.52,445,34,18.82,1,19,8,495,2,1,0.8
post,/api/payment,403,475,2.23,179,23,20.04,1,21,7,4867,5,2,3.27
get,/api/login,401,4819,2.95,377,60,16.55,0,23,7,9872,3,2,2.09
patch,/api/products,403,1166,3.07,753,37,13.11,3,18,6,6089,2,0,2.06
delete,/api/login,201,3149,7.37,28,164,1.18,10,16,3,5506,10,5,0.73
patch,/api/user/profile,401,4563,0.9,966,17,18.44,1,17,10,4432,1,2,2.28
put,/api/payment,200,1720,2.3,597,44,11.71,5,46,1,7321,6,1,2.93
patch,/api/orders,404,1053,2.84,992,55,16.85,3,42,10,183,1,2,2.6
put,/api/login,500,2868,3.36,111,42,12.9,5,30,7,353,4,4,3.52
delete,/api/products,429,4752,0.65,190,43,1.19,1,16,8,2725,3,2,1.41
delete,/api/cart,200,707,0.1,489,52,20.39,2,50,0,4719,1,1,2.83
patch,/api/products,500,4706,4.31,589,51,6.55,4,45,2,9382,3,0,2.95
post,/api/user/profile,200,3004,2.59,994,2,16.33,5,19,7,6476,5,2,2.88
patch,/api/user/profile,201,4110,1.37,1107,19,35.7,5,32,2,1268,3,0,3.3
post,/api/cart,200,4853,1.7,334,12,6.27,5,22,6,3120,1,4,2.45
post,/api/orders,404,3930,12.73,410,289,0.2,9,19,5,7198,6,3,0.36
put,/api/payment,404,1031,3.6,1077,4,0.01,0,35,7,2537,3,2,3.07
post,/api/login,201,3688,2.39,302,6,19.17,3,35,5,8310,2,4,2.87
patch,/api/payment,201,707,2.68,318,28,11.88,0,36,9,6003,4,4,3.16
get,/api/cart,429,3384,5.14,268,159,0.62,9,22,1,8603,7,4,1.32
patch,/api/login,404,522,13.0,458,95,0.95,7,42,3,551,12,6,0.33
delete,/api/products,500,930,2.77,724,42,4.16,0,21,0,7946,3,4,3.01
patch,/api/search,500,287,2.44,623,22,6.5,3,48,1,1580,1,0,2.63
patch,/api/user/profile,404,504,0.54,734,39,16.56,2,39,9,7292,1,0,1.95
delete,/api/products,401,2404,0.1,423,41,1.71,0,35,8,2958,3,0,2.14
delete,/api/orders,400,4017,3.25,353,32,25.03,3,30,0,8463,5,0,3.36
post,/api/orders,400,1904,0.23,535,38,13.2,1,25,4,6337,4,4,2.13
get,/api/user/profile,500,3503,2.34,372,11,26.28,4,36,6,5575,4,1,2.6
patch,/api/cart,429,234,3.8,810,30,32.69,3,35,9,9343,3,1,1.56
patch,/api/user/profile,500,3669,1.79,120,13,19.57,4,15,6,2816,2,4,2.66
put,/api/login,500,2094,4.07,1095,20,11.93,4,16,1,336,6,4,2.62
get,/api/orders,429,3333,8.98,372,254,1.96,2,40,4,5535,9,8,1.23
patch,/api/login,404,4619,4.87,268,299,3.66,10,40,6,2478,6,12,0.83
delete,/api/login,403,1813,4.62,62,18,4.75,5,28,3,1348,2,3,3.44
patch,/api/payment,201,4424,3.9,630,59,13.75,3,40,10,3911,4,1,3.0
post,/api/search,500,2564,9.97,370,53,2.85,8,35,8,5225,15,9,1.34
put,/api/login,500,206,5.39,632,60,18.87,4,35,1,9263,3,4,2.65
delete,/api/products,403,1434,8.96,25,199,2.54,2,17,6,532,7,10,1.02
delete,/api/payment,401,3044,1.36,190,23,17.44,0,28,10,2270,4,1,2.05
post,/api/cart,401,1720,2.47,1035,24,11.06,4,37,0,7219,1,4,2.38
get,/api/search,401,1896,0.1,301,16,15.21,1,34,1,6703,4,3,2.44
get,/api/search,401,4530,0.23,1163,60,17.73,0,27,1,4709,6,2,3.0
get,/api/login,201,2133,2.97,723,22,21.29,2,46,2,9955,2,2,2.18
delete,/api/products,400,4770,2.18,265,7,15.59,4,24,2,1740,5,4,2.59
put,/api/products,500,2672,2.6,36,136,1.58,9,34,0,9010,15,2,0.39
put,/api/login,401,4295,17.9,513,236,0.12,5,48,6,8626,13,3,0.78
post,/api/orders,401,2585,6.64,219,55,0.82,7,35,0,1078,11,4,1.11
post,/api/cart,401,2271,3.87,929,4,18.31,0,43,9,2821,5,3,1.72
delete,/api/products,201,358,2.41,1068,23,12.77,2,26,8,1190,1,3,2.18
put,/api/user/profile,201,4456,4.62,360,19,6.63,1,20,8,4289,6,0,2.69
put,/api/payment,429,2605,4.29,459,19,18.05,1,27,8,7995,4,4,3.24
patch,/api/orders,200,4376,3.35,576,40,18.43,2,30,5,5707,6,0,2.72
post,/api/user/profile,200,260,14.45,471,43,1.27,9,15,9,7354,7,10,0.65
post,/api/orders,401,940,2.65,1109,13,19.77,5,41,6,5638,1,2,2.21
post,/api/cart,200,1871,3.54,560,8,4.92,3,28,5,5072,2,0,2.3
get,/api/payment,200,2086,1.45,482,2,43.05,4,24,7,7867,3,0,2.89
put,/api/orders,200,4493,0.87,353,44,4.06,1,29,4,4215,3,0,1.45
put,/api/login,404,3647,0.79,1109,20,8.21,2,36,3,3165,1,4,1.91
patch,/api/cart,201,4723,1.8,491,7,21.68,0,47,0,2579,3,2,2.38
delete,/api/login,429,1962,3.57,778,45,6.48,2,26,8,6492,6,1,2.27
get,/api/orders,403,3793,1.09,647,30,18.54,4,38,8,9541,4,2,2.39
patch,/api/cart,201,3808,19.09,16,82,1.11,3,36,1,2176,12,8,0.53
patch,/api/cart,401,4430,1.94,154,7,13.98,3,17,9,7022,5,4,1.88
put,/api/products,400,4385,6.98,443,90,0.12,9,24,9,2308,10,15,0.19
get,/api/search,403,2285,4.3,643,38,25.16,0,47,4,2225,3,4,3.06
patch,/api/orders,400,2028,1.81,375,16,9.97,4,39,0,3617,5,4,2.8
delete,/api/orders,403,4910,1.07,1195,56,24.09,3,48,7,5939,4,4,1.07
put,/api/orders,403,735,1.82,196,33,6.48,3,39,7,4172,1,0,3.25
patch,/api/login,404,627,4.11,799,33,19.51,2,15,4,6084,4,2,3.65
post,/api/search,401,3037,2.52,129,7,20.05,3,34,4,8377,5,2,1.54
post,/api/search,401,2857,10.72,421,208,0.12,2,20,0,9271,15,12,0.1
get,/api/cart,200,3106,3.24,1084,46,3.41,0,16,6,8282,4,3,2.57
delete,/api/search,429,1914,3.86,302,48,11.25,0,29,10,934,3,0,3.23
put,/api/payment,200,4803,1.38,879,11,19.8,3,40,3,3015,5,0,1.72
get,/api/user/profile,429,871,4.05,146,25,22.01,1,34,2,221,5,3,2.78
patch,/api/search,429,1781,1.91,634,24,3.78,0,21,5,9816,4,4,2.27
post,/api/products,401,4288,16.44,273,71,4.1,12,16,7,8642,13,4,0.85
get,/api/cart,200,1563,2.14,581,28,8.4,4,37,10,9544,3,0,2.03
get,/api/search,201,691,10.7,54,198,2.57,5,41,9,2088,14,2,1.3
patch,/api/orders,400,2250,3.23,884,2,5.13,2,28,7,888,2,4,1.44
put,/api/payment,201,4913,1.56,703,50,0.19,4,46,10,987,1,1,2.41
patch,/api/login,200,2750,21.81,142,80,2.18,10,25,2,4909,6,4,0.77
post,/api/products,500,4150,15.74,177,161,0.33,12,43,5,9614,10,10,1.32
post,/api/cart,500,1767,3.62,1092,19,13.81,2,15,1,6332,3,2,2.41
get,/api/search,403,1309,0.77,928,52,12.86,5,30,7,9175,2,0,2.65
patch,/api/cart,429,1684,4.16,1128,10,10.04,3,36,2,8248,2,1,2.39
get,/api/cart,403,1814,1.08,548,30,16.8,0,30,5,1158,5,0,2.97
put,/api/login,404,2621,14.52,502,108,0.94,10,50,2,3988,11,11,0.96
get,/api/login,404,4997,10.05,346,237,0.44,11,48,3,8088,7,10,0.74
put,/api/search,200,3574,0.22,734,31,13.24,3,17,1,2450,2,2,2.78
post,/api/orders,200,2308,12.98,452,294,0.25,10,16,3,1209,10,11,0.6
get,/api/orders,403,2683,8.76,352,182,0.48,6,47,6,7809,10,12,0.64
get,/api/search,403,3106,3.96,534,23,7.79,3,30,6,508,2,2,2.57
get,/api/cart,200,4781,12.22,192,143,1.55,10,49,5,5503,15,15,1.24
patch,/api/login,401,3066,4.14,355,60,12.17,0,42,6,6464,1,2,2.9
delete,/api/products,403,980,4.08,129,17,8.02,0,22,6,3183,1,3,2.62
put,/api/products,404,2175,2.31,192,57,0.03,1,25,9,8937,6,4,2.7
post,/api/cart,200,4197,1.43,280,3,23.41,0,42,7,4109,4,1,2.04
patch,/api/user/profile,400,1217,2.99,762,25,15.9,1,41,7,2944,3,1,1.47
get,/api/cart,201,784,2.02,1146,37,17.86,5,35,7,988,5,0,3.11
patch,/api/payment,500,2057,2.53,467,38,22.25,4,36,5,9266,5,3,2.82
patch,/api/login,201,2409,3.36,1018,12,19.92,3,38,10,3167,4,3,2.34
get,/api/payment,403,4633,1.02,426,4,27.56,4,39,8,9033,6,2,2.96
post,/api/user/profile,200,3518,2.4,798,22,19.94,0,47,10,2350,6,1,2.74
get,/api/search,400,2849,1.22,1015,29,12.3,1,18,5,267,3,1,3.3
patch,/api/products,401,2461,11.98,356,47,0.01,7,19,1,1926,15,10,0.95
put,/api/login,200,2755,2.5,865,16,19.89,4,32,8,4538,2,0,2.61
put,/api/products,404,231,4.35,467,33,16.93,5,32,9,420,2,0,2.0
delete,/api/search,429,3848,1.8,903,36,19.83,1,40,2,7780,4,3,1.53
delete,/api/orders,401,1511,6.62,151,280,2.75,10,18,3,2278,10,4,0.1
put,/api/products,400,4499,2.88,360,6,17.13,2,28,9,1550,4,0,3.67
patch,/api/products,200,1546,2.49,989,24,23.54,3,25,6,1242,3,0,2.89
delete,/api/payment,400,2060,1.62,436,15,17.79,2,25,5,1145,3,3,2.4
post,/api/payment,400,4854,1.47,768,46,10.87,3,41,5,1023,6,3,2.11
patch,/api/payment,400,3197,2.49,1049,5,14.96,4,30,10,45,2,2,2.17
patch,/api/products,404,3863,2.19,469,12,0.01,0,50,0,67,2,1,1.89
put,/api/search,429,3915,2.06,1164,54,28.37,0,27,8,3899,6,1,2.88
patch,/api/login,404,4165,1.03,321,9,27.92,0,50,8,30,6,4,2.5
put,/api/products,429,3627,7.46,193,164,2.65,9,42,2,7285,14,12,0.24
post,/api/payment,500,2319,2.29,1199,53,8.18,2,38,5,7800,2,0,3.16
patch,/api/cart,500,2871,3.41,1146,44,12.49,5,36,5,3434,3,1,2.59
get,/api/user/profile,401,4781,0.54,891,35,8.97,2,48,8,3575,6,2,3.43
put,/api/login,404,2888,2.58,785,45,22.44,5,16,0,2071,1,1,2.64
patch,/api/search,429,2511,4.47,725,28,0.01,4,49,1,6696,6,1,2.39
put,/api/products,201,627,4.97,478,58,22.65,2,46,7,7928,5,0,3.3
patch,/api/products,401,3095,2.49,976,30,10.7,4,15,6,9792,3,3,1.88
patch,/api/user/profile,200,3120,0.85,1028,9,21.46,2,28,4,153,6,0,2.81
delete,/api/payment,200,4356,11.73,245,195,1.18,9,34,6,5375,13,2,1.06
patch,/api/products,403,3411,4.86,927,41,15.51,1,48,1,2883,3,1,1.81
delete,/api/payment,403,3310,1.18,685,3,8.9,2,23,7,9323,1,3,2.62
patch,/api/payment,201,4607,6.02,66,28,14.42,4,44,10,9852,1,0,3.32
patch,/api/products,201,2003,2.33,1176,2,5.71,2,34,3,3855,3,4,2.01
patch,/api/login,404,2961,1.41,306,24,14.02,4,18,7,5656,2,2,2.74
post,/api/payment,200,3268,1.51,207,40,21.32,3,44,0,8340,5,3,3.13
post,/api/payment,500,2316,2.1,445,21,22.35,2,48,5,544,5,4,1.33
delete,/api/login,404,4928,2.57,492,251,1.22,10,43,5,254,7,13,1.13
patch,/api/search,403,991,1.89,304,22,14.82,3,27,9,1771,5,1,2.45
get,/api/user/profile,200,2155,2.6,1168,24,34.26,1,23,7,4210,3,4,1.85
patch,/api/user/profile,429,298,1.43,1096,27,28.15,5,17,9,312,1,0,2.13
put,/api/orders,403,348,3.09,1078,44,23.28,5,35,2,619,6,4,2.79
patch,/api/cart,429,1621,12.77,475,61,0.45,6,19,9,1093,12,8,1.18
post,/api/search,201,2310,1.81,586,30,7.03,4,36,1,3588,3,4,1.67
delete,/api/payment,500,725,2.77,328,42,15.51,2,38,2,1109,2,2,2.21
patch,/api/login,429,3819,1.49,1197,58,21.13,0,23,3,5380,5,4,1.01
delete,/api/orders,400,2235,14.52,148,60,0.26,4,46,5,4655,14,7,1.12
post,/api/products,201,1678,0.1,205,20,21.31,1,42,2,1950,5,3,2.28
post,/api/login,403,3988,2.16,127,3,17.03,3,47,6,2376,6,3,2.66
patch,/api/user/profile,403,2179,9.15,36,111,0.59,11,37,2,8619,6,6,1.65
post,/api/payment,404,4518,13.71,498,121,0.07,5,44,8,4318,13,2,0.66
delete,/api/login,429,1588,0.1,898,38,21.06,1,46,1,9710,6,4,1.75
put,/api/login,500,1850,11.73,518,217,2.32,4,34,4,6585,10,7,0.86
get,/api/user/profile,400,1618,3.4,364,14,15.06,1,27,3,5255,3,1,2.86
patch,/api/payment,429,1642,2.38,264,39,29.22,3,16,4,6043,2,0,1.04
delete,/api/user/profile,400,671,14.5,280,257,1.16,2,16,9,6342,14,13,1.14
patch,/api/orders,401,800,4.54,84,32,11.92,1,41,0,8907,3,1,3.12
post,/api/cart,429,2754,2.87,961,31,23.94,5,19,8,2488,1,0,2.84
get,/api/orders,200,3618,2.91,462,28,18.47,0,15,10,9606,2,4,2.65
post,/api/products,429,2287,2.94,215,24,13.73,3,49,9,2209,5,3,2.35
get,/api/payment,400,2842,5.14,197,42,18.82,3,45,10,9145,2,2,2.16
get,/api/orders,500,642,2.08,1180,32,23.45,2,25,1,4382,1,3,2.06
get,/api/search,429,4164,6.07,227,222,0.63,3,28,4,5772,10,12,0.24
put,/api/payment,404,3635,4.75,1032,28,6.02,3,41,1,3362,5,1,1.61
put,/api/payment,201,2735,2.01,1131,55,14.76,2,33,6,5060,1,3,2.21
put,/api/cart,500,4294,2.16,167,50,3.63,4,20,8,1383,5,4,2.93
get,/api/cart,401,3098,0.21,628,29,15.18,3,20,7,4070,5,2,2.64
put,/api/products,500,1850,14.6,216,114,0.56,5,39,1,9175,10,14,0.89
delete,/api/user/profile,403,4655,1.72,410,31,8.59,5,29,9,1725,2,0,3.52
patch,/api/login,201,432,0.79,482,11,12.17,5,32,3,4320,1,3,2.68
post,/api/user/profile,429,1617,1.1,93,18,20.2,3,27,1,1063,4,1,2.32
delete,/api/orders,404,1434,3.5,1078,52,19.69,0,15,6,7395,5,1,2.35
get,/api/search,200,783,18.84,386,272,1.25,3,48,7,7300,14,12,0.53
get,/api/products,404,4571,3.67,631,58,17.79,1,19,4,2009,6,0,2.54
get,/api/products,201,4102,7.81,587,68,1.55,4,22,4,4311,5,14,0.48
get,/api/orders,500,277,20.31,437,56,0.02,7,16,1,7589,5,15,0.48
patch,/api/search,500,905,2.0,1165,7,4.94,3,17,0,741,1,1,2.33
post,/api/user/profile,400,1112,3.15,705,24,17.6,2,43,3,1787,2,3,2.65
put,/api/search,201,834,0.1,701,58,15.38,4,47,9,9506,2,4,2.87
put,/api/orders,201,1927,11.96,160,162,0.03,10,47,9,3023,15,14,1.25
delete,/api/products,500,4265,3.24,184,18,13.99,3,27,4,7661,5,3,2.75
patch,/api/cart,404,1505,1.24,1083,2,10.17,2,19,6,692,4,4,2.06
patch,/api/orders,403,4848,9.74,305,115,0.01,10,29,5,607,5,6,1.31
put,/api/payment,500,2755,0.36,342,33,11.39,1,35,8,256,6,0,1.9
post,/api/orders,201,1576,14.4,324,226,2.22,10,21,8,8174,7,7,0.53
delete,/api/login,500,2273,0.27,1131,9,22.78,0,19,10,7025,4,2,1.68
get,/api/login,429,2780,11.79,165,240,0.49,5,24,1,5683,12,11,0.42
patch,/api/search,404,4688,1.95,568,33,17.89,2,28,7,8208,6,2,2.53
get,/api/user/profile,500,762,1.07,1133,24,0.01,5,43,7,4538,6,1,2.04
delete,/api/login,429,2674,0.6,308,25,5.33,5,25,0,1784,1,0,2.06
patch,/api/products,401,1004,3.73,1128,21,4.85,1,18,0,531,4,3,1.39
get,/api/cart,400,4857,1.63,294,40,12.77,3,31,6,2848,3,2,2.29
get,/api/cart,404,2900,9.36,207,291,2.07,9,21,7,6681,5,14,0.96
post,/api/payment,403,4349,1.6,616,30,20.11,4,43,3,2824,4,2,2.29
get,/api/login,500,2916,0.65,1020,38,12.85,5,45,5,5889,1,4,3.6
put,/api/payment,429,3726,19.16,246,151,0.56,11,33,8,215,12,5,0.44
patch,/api/products,201,4664,2.35,106,35,10.18,3,19,5,482,3,2,3.31
patch,/api/login,403,3474,2.39,110,17,3.96,2,18,10,5770,3,0,2.34
get,/api/search,401,1636,16.5,206,155,0.18,2,49,9,7877,15,14,0.39
patch,/api/search,400,2229,0.87,128,55,24.65,5,30,8,127,3,2,2.25
get,/api/orders,404,1383,1.39,676,52,27.94,2,45,4,8263,2,1,2.99
get,/api/user/profile,429,3334,10.51,271,128,2.99,6,49,9,4902,5,4,0.89
post,/api/search,403,3572,3.08,1009,53,17.75,1,29,5,5220,6,2,1.85
delete,/api/login,404,4727,3.77,883,28,20.47,0,44,8,6204,6,1,2.76
delete,/api/user/profile,400,4836,0.84,481,3,9.79,5,15,2,8645,3,3,2.67
delete,/api/cart,500,1759,3.32,1105,27,6.63,3,29,6,2274,2,1,3.53
put,/api/orders,500,1221,2.25,836,20,22.34,5,25,6,7507,1,1,1.74
patch,/api/login,400,3327,2.76,606,49,4.63,1,37,9,3573,3,2,2.57
post,/api/user/profile,400,1109,13.73,93,40,0.06,9,31,9,4854,8,10,0.91
post,/api/orders,403,306,19.16,201,181,0.42,8,23,10,2934,12,9,0.63
patch,/api/search,401,3686,1.86,888,30,7.38,2,48,7,1216,4,4,2.45
delete,/api/search,400,3669,2.45,511,41,23.2,5,23,7,6079,6,4,1.27
patch,/api/login,201,1791,0.47,615,41,18.44,5,38,7,4507,2,3,1.16
patch,/api/search,404,1555,8.99,208,43,2.72,8,43,6,7196,5,10,1.74
patch,/api/search,500,4086,3.64,82,7,0.87,5,15,10,6810,1,4,3.12
patch,/api/search,500,1148,8.72,464,183,0.13,10,38,6,7949,6,7,1.01
delete,/api/products,400,2124,1.68,1071,44,18.65,2,46,10,3442,5,3,1.81
put,/api/user/profile,429,3010,2.54,263,21,18.92,0,40,8,8998,6,3,2.16
put,/api/payment,404,4464,1.01,454,37,11.11,1,50,4,8589,3,2,3.14
post,/api/search,403,4917,3.86,463,55,20.85,0,48,0,5549,1,1,3.4
put,/api/user/profile,500,1884,2.51,1180,33,16.41,5,28,2,7772,3,1,1.3
post,/api/products,500,2183,1.13,842,7,19.09,2,35,7,2310,3,0,3.02
post,/api/search,429,4836,6.83,576,129,1.28,8,31,9,238,8,11,1.38
post,/api/payment,500,1162,2.45,821,53,23.3,5,42,0,9104,3,1,2.47
patch,/api/cart,429,4590,1.18,353,16,23.99,5,18,10,3321,2,3,3.48
get,/api/login,200,1437,0.97,704,32,6.68,1,46,8,7048,4,0,2.52
get,/api/orders,200,606,15.82,153,272,0.1,4,24,1,1718,15,13,0.35
post,/api/login,201,2644,3.56,222,22,17.29,5,24,10,1979,4,0,2.62
delete,/api/search,404,4449,2.67,1089,40,13.6,5,34,6,5112,1,1,2.0
delete,/api/login,400,1159,2.57,415,30,20.98,0,26,3,9495,4,1,2.43
post,/api/payment,401,3917,1.12,140,51,5.43,3,42,10,2304,5,4,1.93
patch,/api/user/profile,500,478,0.78,950,33,38.13,4,21,3,9985,4,1,1.97
delete,/api/orders,429,1708,11.85,177,266,1.95,3,36,4,7138,10,2,1.33
post,/api/user/profile,200,1397,2.38,857,43,10.74,4,36,2,7428,2,2,3.07
put,/api/payment,201,4562,1.89,1171,8,17.15,2,38,4,1392,2,0,2.52
post,/api/payment,500,1562,1.79,1142,36,17.35,0,33,0,1811,4,3,2.96
patch,/api/search,403,2124,2.22,528,22,11.32,2,30,8,6691,3,4,2.29
get,/api/login,201,4469,0.1,634,20,17.26,3,38,6,2134,4,1,1.77
patch,/api/search,400,3521,3.44,1122,28,14.28,5,23,9,8666,3,1,2.56
delete,/api/orders,403,3627,3.55,339,34,7.59,1,31,9,3919,2,3,2.72
post,/api/login,401,2648,2.9,388,57,13.52,5,33,8,1412,4,4,1.94
put,/api/search,500,4075,3.39,762,39,20.63,4,20,2,533,1,1,2.57
patch,/api/search,429,2868,0.89,311,25,10.78,0,34,6,1287,3,3,2.46
post,/api/payment,404,2804,14.75,208,94,0.65,11,37,3,5202,13,9,1.01
delete,/api/login,200,1372,10.75,118,264,2.24,6,49,2,4770,12,13,0.64
delete,/api/products,201,1605,2.38,147,43,4.59,4,48,1,3029,3,0,2.37
delete,/api/search,201,4292,2.03,938,19,6.7,2,42,10,7712,6,1,2.43
put,/api/orders,500,1583,1.69,943,51,18.96,1,34,5,3674,6,1,1.97
get,/api/search,500,3823,2.63,172,28,8.53,4,32,5,8261,3,3,2.14
patch,/api/products,404,2990,2.95,728,12,16.88,5,41,3,804,1,1,2.25
put,/api/search,401,4400,2.1,467,33,3.37,2,23,9,9558,5,3,3.34
get,/api/payment,403,830,3.53,502,15,20.21,5,31,1,6478,6,3,1.54
put,/api/user/profile,500,2026,9.62,556,185,1.01,11,31,2,1559,7,4,0.67
post,/api/user/profile,500,4423,4.04,881,22,0.49,4,37,6,3187,1,0,3.48
post,/api/login,401,1804,5.89,576,36,13.69,5,46,0,2276,6,2,1.88
patch,/api/products,200,3249,9.69,184,210,0.7,5,23,3,7713,6,9,1.19
delete,/api/search,403,2134,16.53,112,295,1.28,10,44,7,7267,10,11,0.79
delete,/api/login,500,1508,14.06,334,107,0.75,11,21,1,9087,10,7,1.07
patch,/api/cart,500,3226,2.3,138,37,27.95,0,42,5,6157,2,3,2.84
patch,/api/products,429,1613,3.03,1143,54,14.09,0,25,5,2137,6,3,3.08
delete,/api/payment,403,3890,2.67,263,45,7.54,1,40,1,3158,1,4,1.92
patch,/api/login,403,4892,3.13,397,31,7.74,4,27,3,3371,4,2,2.46
post,/api/products,404,3518,4.09,452,24,17.43,0,43,5,3152,1,0,2.07
post,/api/cart,403,2776,4.61,620,32,19.38,4,27,2,1455,1,2,3.11
put,/api/payment,401,4705,0.1,449,57,17.65,1,36,7,5074,2,2,3.01
put,/api/search,403,2436,18.8,49,69,1.19,3,27,9,5211,14,11,0.46
post,/api/search,403,3684,0.1,741,53,24.64,3,44,5,9719,3,4,2.62
post,/api/login,200,1101,1.82,563,53,17.51,5,17,1,2002,5,2,3.21
put,/api/login,400,327,0.1,266,39,16.01,0,39,0,4112,6,4,2.53
post,/api/cart,201,3200,17.99,366,144,0.44,3,27,4,902,15,15,1.13
put,/api/cart,429,1800,2.27,1159,8,24.21,3,23,0,8248,6,3,2.3
delete,/api/user/profile,429,3525,1.53,600,28,18.37,2,18,9,3784,5,3,2.45
put,/api/cart,404,3975,0.69,327,24,29.54,5,35,8,4352,1,4,2.12
get,/api/user/profile,500,4074,3.89,613,53,21.73,2,27,7,318,4,0,1.74
get,/api/payment,500,4578,7.99,59,168,0.08,3,16,7,7050,12,8,0.68
put,/api/cart,429,414,3.48,756,45,23.56,3,21,5,7295,6,4,3.03
patch,/api/search,401,2420,2.2,920,45,28.04,1,33,9,3440,2,3,2.09
post,/api/orders,429,1862,5.52,892,41,15.99,4,40,5,5359,2,4,3.57
put,/api/user/profile,500,910,0.93,291,10,11.55,4,44,10,2259,1,3,1.54
post,/api/user/profile,403,2397,4.06,317,8,17.03,3,48,1,5271,4,0,3.71
delete,/api/search,400,1590,1.77,659,31,25.7,3,47,1,5145,3,2,2.55
put,/api/payment,400,3970,2.36,746,37,12.68,0,37,8,5296,5,4,1.99
delete,/api/products,401,4498,3.06,1002,43,16.69,5,29,10,8500,6,1,1.56
patch,/api/products,403,682,0.1,554,20,12.5,2,28,4,7335,5,4,3.2
post,/api/login,500,815,2.83,230,31,4.58,1,19,4,5955,6,2,1.44
delete,/api/payment,403,1923,4.23,119,13,1.78,4,29,2,5443,3,3,2.96
post,/api/cart,404,1003,3.35,1134,58,28.08,3,45,9,8974,2,2,2.12
delete,/api/payment,404,4833,3.91,776,1,26.2,2,49,10,7474,4,0,1.7
delete,/api/products,201,3823,2.7,1026,41,14.68,4,28,1,3230,1,0,1.86
get,/api/orders,201,2659,2.9,599,10,5.65,0,41,9,6311,4,0,2.73
get,/api/user/profile,500,4529,5.76,483,8,13.37,1,37,2,1750,2,4,2.44
get,/api/search,401,4054,4.62,395,60,25.08,3,24,5,2556,1,3,2.13
post,/api/cart,500,222,3.53,678,47,0.01,3,43,2,211,6,2,1.9
post,/api/products,200,3178,4.1,705,52,10.92,2,25,10,8806,4,3,2.38
delete,/api/login,201,4491,8.3,564,71,0.67,10,46,3,9964,5,12,1.25
patch,/api/search,403,544,11.61,366,170,0.3,5,27,3,9366,6,8,0.9
post,/api/orders,500,3644,8.67,73,258,0.23,2,37,8,2041,12,9,0.75
delete,/api/user/profile,200,3039,1.36,984,59,10.14,2,15,0,5977,4,2,1.76
get,/api/payment,400,4080,1.89,1119,59,13.08,4,42,7,2533,5,2,2.24
